,hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage
927,Masala Mastee,4.6,50,"Maharashtrian, North Indian, Chinese, Fast Food",Borivali West,0,0
928,Hotel Navbharat,4.3,45,"Chinese, Indian, Beverages",Malad East,0,0
929,Coastal Food and Spirits,4.4,63,"Indian, Chinese",Malad West,0,0
930,Hotel Lotus Court,4.3,54,"Indian, Chinese",Dahisar,0,0
931,SoonLi Chinese Restaurant,4.4,60,Chinese,Malad West,0,0
932,Raju's Asian Corner,4.1,41,"Indian, Chinese, Tandoor",Borivali,449,0
933,Maratha Biryani Center,4.3,48,"Biryani, Chinese, Mughlai, North Indian, Tandoor",Jog Gor East,0,0
934,Flag's Iii,3.8,49,"Indian, Continental, Chinese, Italian",Borivali,1300,10
935,Aai Krupa Fast Food,3.8,42,Snacks,Borivali,0,0
936,Ashoka Restaurant & Bar,4.3,51,Indian,Malad West,0,0
937,Mizuna The Oriental Place,4.3,60,"Chinese, Fast Food, Snacks, Asian",Kandivali West,150,30
938,Jaya's Kitchen,3.9,49,"Chinese, Indian",Malad Kan West,0,0
941,The Shivaay,4.3,34,"Indian, Chinese, Continental",Kandivali East,0,0
942,Bombay Sweets,3.5,28,"Sweets, Desserts",Borivali,0,0
943,Banglore Iyangar'S Bekery,4.6,23,Bakery,Dahisar,0,0
944,Radha Krishna Hotel,3.6,26,"Indian, Tandoor",Borivali,0,0
945,Da Krem - Home of fresh baking.,4.2,29,"Bakery, Desserts",Borivali,0,0
946,Laxmi Sweets and Thaali,4.6,34,North Indian,Borivali,0,0
947,Madhav Fast Food And juice Center,4.3,34,"Beverages, Indian, Fast Food, South Indian, Burgers, Pizzas, Snacks",Borivali,350,20
949,Shetty tea and snacks center,4.2,44,"Snacks, South Indian",Malad Kan East,0,0
952,Meal By Kilo,3.9,40,"North Indian, South Indian, Chinese",Borivali,0,0
953,Bhajiyawala & Co,3.9,40,"Indian, Italian-American, Continental, Lebanese",Borivali West,150,30
954,North Punjabi Kitchen,3.8,41,"North Indian, Punjabi, Maharashtrian, Indian",Kandivali East,40,10
955,Prasadam,3.4,37,Indian,Borivali,0,0
956,Mumbai Fast Food,4.1,39,"Fast Food, Snacks, Pizzas, Beverages",Borivali,0,0
957,Joye's Pizzeria,3.7,38,"Chinese, Desserts, Burgers, Pizzas, Italian",Kandivali East,100,50
959,Savory Kitchen,4.2,35,"Indian, Bengali",Borivali East,0,0
960,Tavola restaurant,4.3,30,"Indian, Biryani, Chinese, Pizzas, Seafood",Borivali,0,0
961,Vijay Pure Veg,4.6,31,Chinese,Kandivali East,0,0
962,Konkan Kubera,4.1,36,"Chinese, North Indian, Seafood",Borivali,0,0
964,Froozo,3.7,50,"Pizzas, Beverages, Burgers, Desserts",Malad West,150,30
965,Chinese Foodie,3.7,43,"Chinese, Thai",Malad East,200,40
967,Cake Culture,2.6,42,Bakery,Borivali West,0,0
968,Phat Fork Chinese,4.5,55,"Chinese, Asian, Thai",Malad Kan West,499,0
970,Panda Momos,3.9,42,"Asian, Chinese, Tibetan, Beverages, Desserts",Borivali,449,0
972,London Dairy,3.8,36,Punjabi,Dahisar,0,0
973,Pure Veg Bowls & Meals,4.3,36,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",Gorai Road,0,0
974,The Cake House,3.8,39,Desserts,Kandivali West,0,0
975,Wack Waffles & Brownies,4.1,38,"Waffle, Bakery, Desserts, Beverages, Ice Cream",Borivali,449,0
976,Miami Waffle & Jawbreakers,4.3,38,"Waffle, Bakery, Desserts, Bengali",Borivali,449,0
977,Winners Pizza (Fresh Dough),3.8,39,"Pizzas, Italian, Desserts, Beverages",Borivali,449,0
978,Green Dot Pizza,4.3,39,"Pizzas, Italian, Desserts, Beverages",Borivali,449,0
980,Cake4u,4.3,28,Desserts,Kandivali East,0,0
981,Jenny's Brownies,4.4,30,"Waffle, Bakery, Ice Cream, Desserts, Beverages",Borivali,449,0
983,Nomad Salad,4.3,55,"Salads, Healthy Food",Malad Kan West,999,0
984,Food Express,4.4,52,"Fast Food, Italian, Snacks",Malad,0,0
986,Mummy's Kitchen,3.5,61,"Street Food, South Indian",Borivali,100,10
987,Cake Zone,4.2,40,"Bakery, Desserts",Borivali,0,0
988,Cake Point,2.4,40,Cafe,Malad East,150,30
989,Mumma's kitchen,4.2,44,North Indian,Borivali West,449,0
990,Friends Fast Food,4.5,43,"Chinese, Indian",Kandivali West,0,0
991,Food Hub,4.4,49,Chinese,Malad West,120,20
993,Wakka Makka Chinese,4.3,42,"Chinese, Asian, Desserts, Beverages",Borivali,449,0
994,Tea Villa Cafe,4.3,46,"Beverages, Asian, Italian-American, Arabian, Japanese, Fast Food, Waffle, Salads",Borivali,0,0
995,Shawarma Corner,4.3,54,Arabian,Malad Kan East,250,50
996,The Sandwich House,3.7,46,"Snacks, Fast Food, Pizzas, American, Desserts",Borivali West,0,0
999,Sanjog Restaurant,3.9,32,"Indian, Kebabs, Chinese, Tandoor, Biryani, Beverages, Juices",Dahisar,0,0
1000,Bottoms Up,4.7,29,Beverages,Borivali,0,0
1001,Minus Zero Degree Icecreams,4.3,26,"Desserts, Ice Cream, Beverages",Borivali,0,0
1002,Tea Pea,4.2,32,"Italian, Beverages, Desserts, Snacks, Fast Food, Chaat, American",Borivali,0,0
1003,Wedeshi Canteen,4.3,29,"Waffle, Desserts",BORIVALI EAST,0,0
1004,Pizza Mania,4.1,47,"Pizzas, Fast Food",Jog Gor East,0,0
1005,Miami Shakes & More,3.8,33,"Desserts, Beverages",Borivali,449,0
1006,Chinese Adda,3.4,44,"Chinese, Fast Food, Italian",Dahisar,0,0
1007,BlackBun,4.3,36,Bakery,Malad Kan East,50,20
1008,Subhash Paan Bhandar,4.4,34,Indian,Kandivali West,0,0
1009,MCF - V Kitchen,4.2,39,"Indian, Chinese",Borivali West,0,0
1010,Shegaon Kachori - Maha 203,4.7,34,Snacks,Malad Kan West,0,0
1011,Pooja Malai Gola,3.9,30,Desserts,Malad Kan East,0,0
1012,Bake & Bite,4.3,31,Bakery,Dahisar,449,0
1013,shree balaji foods,4.1,35,Fast Food,Malad Kan East,0,0
1014,Shree Rameshwar Ice Cream And Falooda,4.6,37,"Ice Cream, Beverages",Jog Gor East,0,0
1016,Chopsticks Pure Veg,4.1,35,"Chinese, Continental, Indian",Borivali West,0,0
1017,Mitron Kandivali,4.3,43,"Italian-American, Fast Food, Salads",Malad Kan East,0,0
1019,Sage,4.5,26,"Pastas, European, Continental, Italian, Cafe",Kandivali East,50,20
1020,Bombay Chinese Co.,3.6,41,"Thai, Chinese, Indian",Malad East,200,40
1021,Bombay Healthy Juices,4.3,42,Juices,Borivali,0,0
1022,Pooja Chinese Corner,4.1,45,Chinese,Kandivali - West,700,20
1023,Poush - Essence of Kashmir,4.3,52,"Indian, Bengali, Mughlai",Malad West,700,20
1024,Taste of Italy,4.5,67,"Continental, Italian, Fast Food",Malad Kan West,0,0
1026,Tawa Twist ( Pure Veg ),4.2,53,"North Indian, Chinese, South Indian",Goregaon,0,0
1028,Saute,4.2,53,"Thai, Chinese, Indian, Tandoor",Malad West,0,0
1029,PizzAah! District,4.3,46,Pizzas,Kandivali West,0,0
1030,Satnam Golden Fast Food Centre,4.6,42,"Fast Food, Italian, Mexican, Snacks",Kandivali West,0,0
1031,The Kulfi & Falooda Project,3.9,52,"Ice Cream, Beverages, Juices, Desserts",Malad West,300,0
1032,Coffee Craft,4.4,43,"Beverages, Fast Food, Desserts",Borivali West,0,0
1033,K's Charcoal,4.3,43,"Italian, Mexican",Borivali West,0,0
1034,7 Islands,4.4,53,"Indian, Oriental, Snacks, North Indian, Chinese, Pastas",Malad Kan West,100,20
1035,Namaskar - The Maharaja,3.9,44,"North Indian, Seafood, Biryani, Tandoor, Kebabs",Dahisar,0,0
1036,Cheezza Point,3.8,53,"Pizzas, Burgers, Snacks, Beverages",Malad West,0,0
1037,Hen Hao Chi,3.8,44,Chinese,Borivali West,700,15
1038,Mantra,4.5,46,North Indian,Borivali West,0,0
1039,Sam Chinese Corner,4.4,58,Chinese,Malad East,0,0
1040,Albela Chinese Home,4.3,43,Chinese,Borivali West,0,0
1041,Mother's Touch Gujrati,4.3,74,Indian,Malad West,999,0
1042,Nityanand (Kandivali),4.3,42,"Indian, Chinese",Dhanukarwadi,0,0
1043,Dream Wok,4.3,57,"North Indian, Chinese",Dahisar West,749,0
1044,The Chinese Village,4.3,47,"Chinese, Beverages, Desserts",Gorai,0,0
1046,Snackiezz,4.5,51,"Continental, Beverages, Snacks, Italian-American",Dahisar,125,25
1047,Bipin Sandwich & Pizza Plaza,4.5,44,Pizzas,Borivali West,700,10
1048,PS Pav Bhaji,4.3,44,"Indian, Fast Food",Malad Kan East,150,30
1049,Bipin Big Sandwich,4.1,50,"Snacks, Fast Food",Borivali,0,0
1050,Ambika Chinese Restaurant (Since 2005),3.7,50,"Indian, Chinese",Kandivali West,999,0
1053,Swaad E Rasoi,4.3,52,"Chinese, Asian, Thai",Goregaon,600,10
1054,Chocoholix,4.6,43,Bakery,Malad Kan West,0,0
1055,Unique Cake Shop,4.6,43,"Bakery, Desserts, Snacks",Malad Kan West,0,0
1056,Dandelions Kitchen & Bar,4.5,47,"Indian, Kebabs, Continental, Thai, Burmese, Salads, Seafood",Borivali,0,0
1057,Hassan Kabab Spot,4.3,43,"Snacks, North Indian, Indian",Jog Gor East,0,0
1058,Nagori Tea Point,4.2,41,Beverages,Malad Kan West,0,0
1059,Eat Hygiene,4.5,59,"Pizzas, Pastas, Desserts, Beverages",Jog Gor East,0,0
1061,Food Lovers,4.3,51,Chinese,Malad Kan West,0,0
1062,Enchante By Chai Point,2.4,46,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, North Indian, Fast Food, Desserts, Cafe, Healthy Food, Home Food",Malad West,80,40
1063,Hot Lee Chinese,4.4,46,"Chinese, Asian, Desserts, Beverages",Borivali,449,0
1064,Food Planet,4.3,39,"Snacks, Pizzas, Burgers, Fast Food",Borivali,0,0
1065,Waffle World,4.8,35,"Waffle, Desserts",Borivali,0,0
1067,The Sandwich Story,3.5,69,"Indian, Snacks, Juices, Desserts",Malad West,300,0
1068,Little Loco Pops,4.4,46,"Ice Cream, Desserts",Malad West,449,0
1069,Moody Foody,4.1,47,"Indian, Maharashtrian, Street Food, Chinese, Pizzas, Fast Food, Burgers, Cafe, Beverages",Kandivali east ,0,0
1070,BFF- Bombay French Fries,2.9,36,"Continental, Desserts, Beverages",Borivali,449,0
1071,The Waffle Room,2.8,37,"Waffle, Cafe",Kandivali,999,0
1072,Quick Meal,4.2,36,"Indian, Chinese",Borivali East,0,0
1073,Eagle Boys Pizza and Cafe,2.5,39,"Italian, Pizzas, Burgers, Pastas, Beverages",Borivali west,100,20
1074,Chyna,4.2,35,Chinese,Malad Kan East,0,0
1075,JK Sweets,4.4,32,"Sweets, Desserts",Malad West Mumbai,0,0
1077,Gangaur Thali,4.4,31,"Indian, Thalis",Borivali,0,0
1078,The Sandwich Zone,4.3,33,"Fast Food, Italian, Snacks",Borivali,0,0
1079,Power Smoothies,4.6,33,"Healthy Food, Beverages",Borivali,700,30
1080,Triveni Pan Bhandar,3.3,39,"Paan, Desserts",Borivali,0,0
1081,Vividham Sweets,4.3,27,"Sweets, Snacks",Borivali,0,0
1082,Food Shood,4.7,30,"Indian, North Indian, Snacks, Mughlai, Tandoor, Kebabs, Punjabi, Biryani, Chinese, Street Food",Borivali,0,0
1083,Gigil Brasserie,4.2,43,"Italian, Pizzas, Beverages",Borivali West,1000,25
1084,Nirala Gourmet Kitchen,4.1,50,"Pizzas, Pastas, Burgers, Snacks",Borivali,120,60
1085,Hotel Sai Prasad Family Restaurant,4.3,52,"North Indian, Chinese, Tandoor, Beverages",Borivali,0,0
1086,Sarova Bar & Restaurant,4.8,42,"Thalis, Chinese, North Indian",Kandivali East,0,0
1087,Pizza In Town,4.1,50,Indian,Dahisar,0,0
1089,Raja Chinese Corner,3.6,42,Chinese,Borivali,1300,10
1090,Agga Bai,4.6,52,Desserts,Borivali,40,10
1091,Golden Delicacy Multicuisine Restaurant,4.3,41,"Indian, South Indian, Chinese, Tandoor, Biryani, Snacks, Italian-American, Ice Cream, Beverages",Borivali,0,0
1092,Bombay Boba,3.2,42,Beverages,Kandivali West,0,0
1093,OM R K Fast Food,4.4,42,South Indian,Borivali,0,0
1094,PLATESS MULTICUISINE RESTAURANT,4.3,47,"Chinese, Indian",Borivali,0,0
1095,Namak Mirchi,4.3,30,"North Indian, Biryani, Chinese, Mughlai, Punjabi, Kebabs",Kandivali East,100,50
1096,Mozo Pizzaria,3.6,28,"Pizzas, Burgers, Chinese, Desserts, Italian",Behind Annexe Mall,100,50
1097,The Khichdi House,3.3,25,"Indian, North Indian, Thalis, Desserts",Malad Kan East,100,50
1098,Tandav Tea Company,3.8,29,"Snacks, Beverages",Malad Kan East,40,10
1099,Oven Stories Pizza,3.5,33,"Pizzas, Burgers, Desserts, Chinese, Pastas, Italian",Kandivali East,100,50
1100,Creamillaa,4.8,19,"Desserts, Ice Cream",Malad Kan East,0,0
1101,Thakkar Lunch Home,4.3,25,"Indian, Snacks",Kandivali East,50,20
1102,Mama's By Banjara Dhaba Veg,4.1,25,"North Indian, Chinese, Fast Food, Snacks, Biryani",Malad Kan East,120,60
1103,Combos & More - The Steal Deal Food Factory,4.1,29,"Chinese, Pan-Asian, Thai, Beverages",Kandivali East,0,0
1104,Hotel Matsyagandha,4.3,34,"North Indian, Malwani, Chinese, Seafood, Mangalorean, Tandoor",Kandivali East,0,0
1105,Love 99,3.9,35,"Desserts, Waffle, Beverages, Bakery",Mahavir Nagar,600,15
1108,Biryani Lovers,3.4,44,"Biryani, Arabian, Tandoor",Malad Kan East,0,0
1115,DK's Kitchen,4.4,33,"Chinese, Tandoor",Borivali East,0,0
1119,Vivgato The Live Cake Shop,2.7,37,"Bakery, Desserts",Malad Kan East,0,0
1120,M M Dum Biriyani Centre,4.1,34,"Indian, Biryani, Beverages",Borivali,0,0
1121,Hari Om Snack Bar,3.8,37,"Fast Food, Snacks, Indian",Kandivali,0,0
1122,Jaggu Anna,1.5,39,"Fast Food, Kebabs, Snacks",Borivali,0,0
1123,Signature Premium Cafe & Resto,3.7,39,"Pizzas, Fast Food, South Indian, Juices, Snacks",Borivali West,0,0
1124,Mangalam,4.1,37,"Indian, Chinese",Borivali West,0,0
1125,Chaat Samrat,3.8,38,"Chaat, Pizzas, Pastas, Fast Food, Snacks, Burgers",Dahisar,0,0
1127,Hotel Aqua Stone RESTO BAR,4.3,38,"Chinese, Snacks, Beverages, North Indian, Kebabs",Dahisar,0,0
1128,Srijana Momo House,4.3,35,Chinese,Malad Kan East,0,0
1131,Wanton Point Tadka,4.3,34,"Indian, Chinese",Kandivali East,0,0
1132,Agri Malhari Katta.(Tandoori House),4.3,50,"Biryani, Chinese, Tandoor, Kebabs, North Indian, Sweets",Borivali,600,10
1133,Daily 52,4.3,50,Indian,Borivali,0,0
1135,Golden Plate,3.8,55,"Chinese, North Indian, Biryani, Beverages",Dahisar,0,0
1137,The Cookie Dough,3.7,58,"Snacks, Bakery, Fast Food, Beverages",Malad West,0,0
1138,What The Wok,4.3,43,Chinese,Borivali West,999,0
1139,Burgerbook,4.5,52,"American, Fast Food",Malad Kan West,0,0
1140,Kamath Dakshinswaad,4.2,47,South Indian,Malad Kan East,0,0
1141,Shweta's Taatbhar Potbhar,4.1,45,"Indian, Biryani",Borivali,749,0
1142,Momento Pizza,4.3,45,"Pizzas, Italian, Fast Food",Borivali West,0,0
1144,Cafe A1,4.1,52,"North Indian, Tandoor, Mughlai, Chinese, Fast Food, Desserts, Beverages",Malad Kan West,0,0
1146,Slide A Roll,4.1,50,Snacks,Malad West,0,0
1147,Mr Singhs Tandoori Hut by RPD,4.2,64,"North Indian, Tandoor, Biryani",Malad West,0,0
1148,Shree Siddhivinayak juice and snacks centre,4.8,44,Fast Food,Dahisar East,0,0
1149,Kalubai juice center,4.4,46,"Beverages, Juices",Borivali,250,50
1150,Dragon Flame Chinese,3.5,50,Chinese,Kandivali West,125,25
1151,Ashish Chinese Corner,3.6,40,Chinese,kandivalli charkop,0,0
1152,The Tasty Love,4.3,50,"Chinese, Arabian, Biryani, South Indian",Jog Gor East,999,0
1153,Noon Roti - Story of Bihar,3.2,49,"Indian, North Indian",KANDIVALI WEST,599,0
1154,Preeti Sandwich and juice center,4.2,40,"Snacks, Italian, Pizzas, Pastas, Beverages",Mahavir Nagar,900,10
1155,AL-Falah Irani Chai Momos And More,4.3,54,Biryani,Borivali West,0,0
1156,Baan Khun yay,4.1,53,"Chinese, Thai, Desserts",Borivali,999,0
1157,Film City Fast Food,3.4,58,"Indian, Chinese",Malad Kan East,0,0
1158,The Bombay Stories,4.3,57,"Street Food, Beverages, Fast Food, Pizzas, Pastas",Malad West,100,10
1159,Boneto Fine Dine,4.5,59,Indian,Malad Kan East,0,0
1160,Chhedas,3.7,46,"Snacks, Sweets",Jog Gor East,0,0
1161,Amit Fast Food- Chinese Corner,4.5,53,Chinese,Malad West,0,0
1162,Sai Sarovar,4.4,49,"North Indian, Snacks, Chinese",Malad Kan West,0,0
1163,Thew Pueblo Gourmet - TPG,4.2,45,"Snacks, Beverages",Borivali,0,0
1164,Raza Biryani,3.2,60,"Biryani, Kebabs, Tandoor",Malad Kan East,0,0
1165,New Sam's Kitchen,4.4,58,"Indian, Chinese",Goregaon,0,0
1166,Flavour & Spice,3.7,54,"Fast Food, Indian, Tandoor",Borivali,449,0
1167,Fishermans Hook,4.1,57,"North Indian, Chinese, Seafood",Malad West,0,0
1168,WEST COAST DINER,4.5,50,Desserts,Dahisar,0,0
1169,Lady The Leaf,3.9,51,"Continental, Salads, Grill, Juices, Beverages",Malad West,125,25
1172,Gravy and Savy,4.2,55,"North Indian, Indian",Kandivali W,0,0
1173,Mithilanchal - Xpress Of Food Abode,2.3,51,"Indian, Seafood",KANDIVALI WEST,599,0
1175,Subhanallah Chinese,4.7,56,Chinese,Malad West,0,0
1176,Jalandharwala,4.6,41,"Indian, Snacks, Desserts",Borivali,0,0
1177,Rolls & Many More,3.3,46,Burgers,Borivali,999,0
1178,La pizza house,3.3,43,"Fast Food, Snacks, Pizzas, Maharashtrian",Dahisar west,0,0
1179,Trunks & Leaves,4.1,46,"Chinese, Italian, Mexican, Indian, Kebabs, Tandoor, Biryani",Kandivali West,999,0
1180,KOFU - Premium Artisanal Icecreams,3.6,41,Ice Cream,Jog Gor East,449,0
1181,IceCream Cake City,4.2,45,"Bakery, Beverages",Malad Kan West,0,0
1182,Oye Lucky Paratha,3.8,51,"Indian, Punjabi, Beverages",Malad West,0,0
1183,Adventure Momo House,4.1,51,Chinese,Malad Kan West,0,0
1184,Reuben Restrobar,4.2,59,"North Indian, Chinese, Italian, Snacks, Biryani, Desserts, Continental, Pizzas, Salads, Beverages, Mughlai",Malad Kan West,0,0
1185,Wu Momos - Malad,3.8,49,"Chinese, Snacks",Malad Kan West,749,0
1186,Aradhana Hotel,4.2,42,"South Indian, Indian",Malad Kan West,0,0
1187,Trends,4.4,56,"Indian, Chinese",Malad West,0,0
1188,Conscious Baking Project,3.5,42,"Bakery, Desserts",Jog Gor East,0,0
1189,Paanjo Taste,4.3,43,"Pizzas, Fast Food",Borivali West,0,0
1190,Bhor,4.6,61,Indian,Jog Gor West,0,0
1191,Kung Fu,3.7,42,"Chinese, Pan-Asian, Continental, Asian",Kandivali West,249,0
1192,Crust & Buns,4.1,51,"Pizzas, Fast Food, Italian, Salads",Borivali West,999,0
1193,Kababi Nation,4.4,59,"Indian, Chinese, Tandoor, Biryani",Borivali,0,0
1195,Tight House,4.3,59,"Pizzas, Chinese, Indian, Beverages, Biryani",Borivali West,0,0
1196,Chulha  Sardari,4.6,45,"North Indian, Punjabi, Biryani, Chinese, Indian",Borivali West,0,0
1198,Curry N Fry,4.1,52,"Biryani, Chinese, Tandoor, North Indian",Malad East,449,0
1200,CBC Chinese By Choice,3.8,50,"Chinese, Thai, Asian, Beverages",Malad Kan East,150,30
1201,The Little Cakery,3.3,52,"Bakery, Desserts",Jog Gor East,0,0
1203,Salads@169,4.3,52,Salads,Malad Kan West,125,25
1205,Joker Joe s pizza,4.3,61,"Italian, Beverages",Jog Gor East ,999,0
1210,Mudras,3.8,43,"Pizzas, Fast Food, Beverages, Indian",Borivali,0,0
1211,Sunday The Comfort Kitchen,4.3,46,"Chinese, Continental, Indian, Goan, Italian, Salads",Borivali,0,0
1212,Shivansh Kitchen,4.8,66,"South Indian, Beverages, Snacks",Kandivali West,0,0
1213,The Live Cake Shop,4.2,47,Desserts,Kandivali West,0,0
1214,Rasoi kamaal,4.2,54,"Malwani, Chinese, North Indian",Goregaon,700,20
1215,Masterji - Surati Anda Gotala,4.3,45,"Indian, Gujarati",Borivali,0,0
1216,Momos & Waffle Cafe,3.8,51,"Chinese, Kebabs",Borivali,150,30
1218,Brahmi-The Veg Bistro,3.5,40,"Biryani, Indian, Chinese, Beverages",Malad East,449,0
1219,Namaste Borivali,4.3,41,"Snacks, Beverages",Borivali,999,0
1221,Dharma Sandwich,2.6,53,Fast Food,Malad Kan East,0,0
1222,Manojs Ice Cream,4.7,42,Ice Cream,Kandivali West,0,0
1223,Food Lover Point,3.5,52,Indian,Goregaon,0,0
1224,Shiv Shakti,3.6,51,North Indian,Borivali West,1000,10
1225,Suyog Dining Bar,4.6,41,"Indian, Chinese",Dahisar,0,0
1226,81 Olives,3.4,45,Pizzas,Borivali,0,0
1227,Remi'S Kitchen,4.3,41,"Jain, Chinese, Tibetan",Malad Kan East,0,0
1229,Healthy Shawarma,3.6,40,Arabian,Borivali,999,0
1230,Oriv Resto - Cafe - Bar,4.3,56,"Chinese, Pizzas, Snacks, Pastas",Borivali,999,0
1232,Nagori tea and cold drinks shop,4.5,42,"Beverages, Snacks",Malad Kan West,749,0
1233,Delhi Sweet & Bhelpuri House,3.7,46,"Snacks, Sweets, Chaat, Street Food",Malad West,0,0
1234,Shri Sainath,4.8,46,"Chinese, Tandoor",Malad West,0,0
1236,Donna's Pizza,4.3,43,Pizzas,Kandivali West,0,0
1237,Gourmet Veg Burgers By Spukies,4.9,55,"Burgers, American, Beverages",Jog Gor East,0,0
1238,Kabali,4.1,67,"Indian, Tandoor, Salads",Malad Kan West,999,0
1239,Gossip Corner,4.4,46,"Continental, Italian",Borivali West,999,0
1240,Rajdhani Caterers,2.4,53,Indian,Dahisar West,0,0
1241,Dave's Dal Dhokli,4.7,60,"Gujarati, Rajasthani, Maharashtrian",Dahisar West,0,0
1242,Plate - It,4.3,62,"Biryani, Italian",Borivali,499,0
1243,Squares Pizza and Cafe,4.3,52,"Italian, Pizzas",Malad West,0,0
1244,Sriya chinese Restaurant,3.5,46,"Chinese, North Indian, Indian, Beverages",Kandivali West,600,25
1245,Shanghai Chinese Pure Veg,3.8,51,Chinese,Dahisar East,999,0
1246,Jumboking Indain Burger,4.3,46,"Burgers, Snacks, Beverages",Malad Kan West,449,0
1247,Annalaxmi Snacks ,3.9,52,"Chinese, South Indian, Tandoor, Arabian, Fast Food",Jog Gor East,1000,20
1248,M/S. Aslam Chicken,3.4,47,"North Indian, Kebabs, Desserts",Mira Road,0,0
1249,Dharmu's Snacks Corner,4.2,50,"Snacks, Maharashtrian",Borivali,0,0
1252,Bounty The Cake Stop,4.1,32,"Bakery, Desserts",Borivali,0,0
1257,Munchies's Thakur Complex,3.7,33,"Beverages, Italian",Malad Kan East,150,30
1261,Subday Thakur Complex,3.4,33,"Indian, Fast Food, Beverages",Malad Kan East,150,30
1262,King of juices thakur complex,3.7,33,Juices,Malad Kan East,150,30
1265,Shree Narayan Fine Dinning,3.4,33,"South Indian, North Indian, Chinese, Malwani, Tandoor",Borivali,0,0
1267,Bhukkad Thali & Combo,4.4,27,"Thalis, Chinese, North Indian",Malad Kan East,120,60
1268,Bhukkad Biryani,2.4,28,Biryani,Malad Kan East,120,60
1272,Cake Star,4.4,46,"Desserts, Bakery",Borivali West,0,0
1273,Fast Food Adda,4.2,51,"Snacks, Fast Food",Borivali,0,0
1274,Waffles By Di Bella,4.7,57,"Desserts, Waffle, Ice Cream, Bakery, Snacks",Malad West,600,10
1275,Indie Feast By Purple Foods,3.4,46,"Indian, Tandoor, Kebabs, Biryani, Beverages, Desserts",A K Vaidya Marg,599,0
1277,Swa Varhadi Misal,4.2,48,"Street Food, Beverages",Jog Gor West,0,0
1278,Pav Bhaji Company,2.5,41,"Street Food, North Indian, Juices",Rawal Pada,0,0
1279,Soroush Biriyani,2.8,49,"Biryani, Mughlai",Goregaon,120,25
1280,Diamond Restaurant,4.2,55,"Chinese, Indian, Snacks",Jog Gor East,100,10
1281,Bowl Up!,2.6,41,"North Indian, Sweets",Dahisar East,0,0
1282,The Hot Chinese,3.1,46,"Chinese, Thai",Malad East,200,40
1283,Maratha Darbar,4.1,44,"North Indian, Chinese, Biryani, Indian, Tandoor, Mughlai, Thai, Continental",Malad East,200,40
1285,Hot and spicy,4.2,42,"Chinese, Indian",Dahisar East,0,0
1286,Bistro & Brew,4.3,42,"Italian-American, Fast Food, Snacks, Beverages",Kandivali East,75,30
1287,Tude - Premium Ice Creams,4.3,35,"Desserts, Beverages",Kandivali West,0,0
1288,Saarathi Restaurant And Bar,3.3,36,"Tandoor, Chinese, North Indian, Fast Food",Malad Kan East,100,20
1294,Chatisfied,2.3,35,"Snacks, Street Food, Beverages",Borivali,0,0
1297,Mumbai Chinese Point,3.3,36,Chinese,Kandivali East,159,20
1299,Asha Restaurant  Chaitanya Restaurant,3.7,36,"Indian, Tandoor, Seafood",BORIVALI,0,0
1300,Lal Tadka,3.5,36,"North Indian, Asian, Italian, Beverages",Mahavir Nagar,0,0
1301,Anand dairy farm,4.3,36,"Snacks, Desserts",Borivali,0,0
1303,Geebees Appetites,4.3,34,"North Indian, Chinese, Tibetan",Kandivali East,0,0
1305,Aaurum Family Restaurant And Bar,4.3,34,"North Indian, Tandoor, Chinese, Snacks",Borivali,0,0
1307,Half Plate Chinese,3.8,34,"Chinese, Street Food",Borivali,0,0
1309,The Heavens Cake Shop,4.1,39,Bakery,Malad Kan East,0,0
1311,B K C Kitchen,3.4,34,"Indian, Chinese",Borivali,0,0
1312,Manoj dosa,2.3,36,South Indian,Borivali,0,0
1319,Flavour stones,4.6,31,Ice Cream,Borivali West,0,0
1321,Chow By Mexichino,3.8,32,Chinese,Borivali,0,0
1322,Fusion Ice Cream House,4.9,29,"Bakery, Desserts, Ice Cream",Kandivali West,999,0
1323,Finom Cake Stop,3.4,31,Bakery,Borivali,1000,15
1326,Bombay Bytes,3.9,41,Indian,Borivali West,0,0
1327,Brishti chinese and lunch home,3.1,40,Indian,Kandivali East,0,0
1328,Panchayat - The Kulhad Cafe,4.4,40,"Indian, Italian, Beverages",Borivali West,0,0
1329,Chowrangee Cafe,4.3,41,"Chinese, Bengali, Fast Food",Malad Kan East,40,10
1331,Ignite Pan Shop And General Store,4.4,42,Paan,Borivali,120,20
1341,Biryani Daawat,4.1,30,"Biryani, Beverages, Indian",Malad Kan East,100,50
1342,Rocky Rolls Cafe,4.2,24,"Fast Food, Snacks",Malad Kan East,0,0
1343,Starwar Pizza,4.4,26,"Chinese, Italian, Burgers, Pizzas, Desserts, Pastas",Malad Kan East,100,50
1346,Madhurika's Kitchen,3.5,27,"North Indian, South Indian, Snacks, Beverages",Malad Kan East,999,0
1350,MOGO Pizza,4.4,24,"Pizzas, Burgers, Chinese, Desserts, Pastas, Italian",Kandivali East,100,50
1352,Hotel Sheetal Picnic,2.8,27,"North Indian, Thalis, Biryani",Borivali East,0,0
